adm_level,date,count_ovi,mean_ovi,error_ovi,error_relative_ovi
"NCR, Third District",2014-09-01,213.0,23.729295774647888,1.4688611409929162,0.06190074728480695
"NCR, Third District",2014-10-01,223.0,17.848340807174896,1.3352426389485723,0.07481046296537631
"NCR, Third District",2014-11-01,147.0,15.842857142857135,1.3704494162766478,0.08650266829518972
"NCR, Third District",2014-12-01,56.0,18.984642857142855,2.254530840096624,0.1187555044917988
"NCR, Third District",2015-01-01,40.0,14.741,2.22723213316439,0.15109097979542704
"NCR, Third District",2015-02-01,46.0,20.97826086956522,3.971601593301107,0.18931986869621856
"NCR, Third District",2015-03-01,16.0,13.875,3.81595642500016,0.275023886486498
"NCR, Third District",2015-04-01,6.0,18.611666666666668,3.304559490450418,0.17755312028926754
"NCR, Third District",2015-05-01,1.0,17.0,0.0,0.0
"NCR, Third District",2015-06-01,4.0,36.505,11.42598819577545,0.31299789606288037
"NCR, Third District",2015-07-01,77.0,21.73519480519481,3.0804756496432253,0.14172753808983474
"NCR, Third District",2015-08-01,155.0,22.41832258064516,1.8869862571869804,0.08417160786222733
"NCR, Third District",2015-09-01,178.0,28.08595505617978,1.7883426671794178,0.06367391329944919
"NCR, Third District",2015-10-01,118.0,25.98508474576271,2.242750428603437,0.08630914428590249
"NCR, Third District",2015-11-01,197.0,8.040964467005075,1.2812859708111342,0.15934481193999853
"NCR, Third District",2015-12-01,46.0,20.87521739130435,2.3920029757951196,0.11458577560928862
"NCR, Third District",2016-01-01,150.0,6.347266666666667,1.3494113709208064,0.21259723937665656
"NCR, Third District",2016-02-01,32.0,23.918749999999996,4.281702411087135,0.1790102915531596
"NCR, Third District",2016-03-01,25.0,16.936400000000003,2.9169256078275287,0.17222819535601003
"NCR, Third District",2016-04-01,1.0,16.67,0.0,0.0
"NCR, Third District",2016-05-01,4.0,7.0825,1.656986628642489,0.23395504816695928
"NCR, Third District",2016-06-01,0.0,,,
"NCR, Third District",2016-07-01,2.0,20.665,1.3541094859722336,0.06552671115278169
