adm_level,date,NASA_FLDAS_NOAH01_C_GL_M_V001_Tair_f_tavg,.DS_Store,MODIS_006_MYD13A1_EVI,JAXA_GPM_L3_GSMaP_v6_reanalysis_hourlyPrecipRate,JAXA_GPM_L3_GSMaP_v6_operational_hourlyPrecipRate,MODIS_006_MOD11A1_LST_Day_1km,NASA_FLDAS_NOAH01_C_GL_M_V001_Wind_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Qair_f_tavg,MODIS_006_MOD11A1_LST_Night_1km
Masbate,2018-11-01,299.9019775390625,,5127.0,,203.43254941981286,15070.0,6.558612823486328,0.01753401756286621,14779.0
Masbate,2018-12-01,299.36846923828125,,4494.5,,658.2269006208517,15022.0,7.2577362060546875,0.017880167812108994,14814.5
Masbate,2019-01-01,298.08447265625,,4768.0,,55.187745654955506,14956.0,7.817934989929199,0.015656335279345512,14757.0
Masbate,2019-02-01,297.9239501953125,,4498.0,,0.0,15107.0,6.569049835205078,0.01453093159943819,14760.0
Masbate,2019-03-01,298.86236572265625,,3763.5,,0.0,15255.5,5.931832313537598,0.014967634342610836,14801.0
Masbate,2019-04-01,300.4736328125,,3400.0,,10.394335703924298,15380.0,5.4346442222595215,0.01606466993689537,14869.0
Masbate,2019-05-01,302.0101013183594,,3820.5,,19.886948654428124,15358.0,3.119840621948242,0.017766263335943222,
Masbate,2019-06-01,301.6169738769531,,3925.0,,74.58632820192724,15256.0,4.637716770172119,0.01872279681265354,14907.0
Masbate,2019-07-01,300.7127990722656,,,,209.62174836266786,15039.0,4.796873092651367,0.0180133655667305,14780.0
Masbate,2019-08-01,300.57391357421875,,4971.5,,335.2442707689479,15100.5,7.775748252868652,0.018516000360250473,14883.5
Masbate,2019-09-01,300.6266174316406,,,,72.58697315352038,15078.0,5.650697708129883,0.0181397907435894,14819.5
Masbate,2019-10-01,300.63043212890625,,5276.0,,82.83166526723653,15099.0,4.669861793518066,0.017686067149043083,14768.0
Masbate,2019-11-01,300.28021240234375,,5190.5,,99.78025620570406,15068.5,5.170970916748047,0.01824968121945858,14795.5
Masbate,2019-12-01,,,,,409.63243013387546,14989.5,,,14795.5
Misamis Occidental,2012-01-01,298.2164611816406,,4586.5,86.10109841357917,,15006.0,4.984823226928711,0.01711101271212101,14647.0
Misamis Occidental,2012-02-01,298.19842529296875,,4286.75,229.95272612618282,,14979.0,4.546446800231934,0.016880376264452934,14438.5
Misamis Occidental,2012-03-01,298.2843017578125,,4859.25,129.3991207764484,,15009.5,4.46379280090332,0.01664585992693901,14675.0
Misamis Occidental,2012-04-01,299.08428955078125,,4832.0,190.8950620717369,,,3.4479923248291016,0.016797462478280067,14736.0
Misamis Occidental,2012-05-01,299.23541259765625,,5003.0,201.29727552179247,,15116.5,2.7509937286376953,0.017046723514795303,0.0
Misamis Occidental,2012-06-01,298.9859619140625,,5052.75,133.26300382707268,,15081.0,4.238253593444824,0.016533905640244484,14826.0
Misamis Occidental,2012-07-01,298.43328857421875,,4121.25,240.9950757944025,,15060.0,4.359785079956055,0.016805272549390793,0.0
Misamis Occidental,2012-08-01,298.93817138671875,,,100.65657185809687,,,4.466269493103027,0.016981050372123718,0.0
Misamis Occidental,2012-09-01,298.2786865234375,,4671.75,224.9204660593532,,15094.0,4.466426849365234,0.016772005707025528,0.0
Misamis Occidental,2012-10-01,298.6554870605469,,4650.0,208.9574411646463,,15114.0,4.2222747802734375,0.01708138734102249,0.0
Misamis Occidental,2012-11-01,298.76666259765625,,5259.0,238.53550144424662,,,4.544317245483398,0.01733056642115116,14718.0
Misamis Occidental,2012-12-01,298.6446533203125,,4719.75,155.00020413892344,,15021.0,5.224128246307373,0.01709665171802044,14748.0
Misamis Occidental,2013-01-01,297.73577880859375,,3543.75,230.0934406160377,,14680.0,6.013905048370361,0.01735560968518257,0.0
Misamis Occidental,2013-02-01,298.0895690917969,,5261.5,117.38840842992067,,15051.5,6.025332450866699,0.016898076981306076,14693.0
Misamis Occidental,2013-03-01,298.4483337402344,,5102.75,51.22505601774901,,15029.0,4.997262001037598,0.016574982553720474,14729.5
