,index,adm_level,date,perc,ls_temp_day,ls_temp_night,evi,humid,ns_temp,wind_speed,longitude,latitude
0,0,Abra,2012-01-01,1.0333669855344023,26.54609958506228,19.175576763485537,0.4151471744980337,0.01276623841488,21.62456202651515,16.773572887073865,120.68811788855842,17.571436949427834
1,1,Abra,2012-02-01,58.08287124039436,28.183443983402526,19.714066390041523,0.41724972055475057,0.012790632970405348,22.015246212121212,15.980947598544033,120.68811788855842,17.571436949427834
2,2,Abra,2012-03-01,38.749088246036656,30.379726141078834,20.7228298755187,0.399024218588284,0.012959563370906946,23.086624053030334,13.969682173295455,120.68811788855842,17.571436949427834
3,3,Abra,2012-04-01,104.27751567894876,29.76694605809132,20.924854771784283,0.452442392879321,0.01447116696473324,24.551704545454584,8.702295476740058,120.68811788855842,17.571436949427834
4,4,Abra,2012-05-01,303.98607544188917,28.555493775933655,-41.960622406638976,0.4083454357275926,0.015655465198285652,24.86633522727277,8.696302101828834,120.68811788855842,17.571436949427834
5,5,Abra,2012-06-01,475.24072682061654,15.361634854771864,-153.2368049792531,0.41808151521424125,0.016763347567933982,23.944578598484895,17.91773903586648,120.68811788855842,17.571436949427834
6,6,Abra,2012-07-01,701.0156380908959,26.379626556016603,-33.38173443983402,0.3662628441316498,0.01636226971944173,23.574846117424272,12.52362421209162,120.68811788855842,17.571436949427834
7,7,Abra,2012-08-01,985.1811913103148,-124.16536929460577,-205.10765975103732,0.3183575036224385,0.016541114359190968,23.002639678030334,22.783478892933235,120.68811788855842,17.571436949427834
8,8,Abra,2012-09-01,452.60338485988814,25.891029045643165,19.5071618257262,0.47855342579176163,0.01596683083158551,23.66122750946971,10.834874933416193,120.68811788855842,17.571436949427834
9,9,Abra,2012-10-01,82.20909766466217,26.588522821576817,20.184307053942007,0.47700082798592425,0.014126710819475578,22.38924005681821,17.728835782137786,120.68811788855842,17.571436949427834
10,10,Abra,2012-11-01,14.362658441913398,27.604257261410794,20.785734439834016,0.4477590560960464,0.01454608819701455,23.429456676136397,11.285579889470881,120.68811788855842,17.571436949427834
11,11,Abra,2012-12-01,17.397504581590038,27.177701244813306,20.020190871369323,0.4064475263920514,0.013407282757036612,22.295608428030334,16.82891401811079,120.68811788855842,17.571436949427834
12,12,Abra,2013-01-01,2.61563213158286,26.42012448132789,17.995029045643207,0.39213785965638587,0.011683025143363258,20.77302911931821,18.81144686612216,120.68811788855842,17.571436949427834
13,13,Abra,2013-02-01,11.474659843596092,29.105402489626613,20.32877178423246,0.3848791968536535,0.012277173273491137,22.8376893939394,16.344959605823867,120.68811788855842,17.571436949427834
14,14,Abra,2013-03-01,19.812477367450338,30.32000829875517,20.801933609958553,0.3844403229145104,0.01293774987712051,23.67439630681821,12.44540488503196,120.68811788855842,17.571436949427834
15,15,Abra,2013-04-01,99.82180145936029,31.587825726141148,21.431244813278,0.40140078658662803,0.014270480835076534,24.92924952651515,10.500545987215908,120.68811788855842,17.571436949427834
16,16,Abra,2013-05-01,465.7400777355175,30.585634854771797,20.95024896265562,0.4261839370730699,0.015286458261085281,24.78596117424246,8.751166326349432,120.68811788855842,17.571436949427834
17,17,Abra,2013-06-01,449.0977940368325,28.23363485477182,20.996423236514545,0.5006948043883254,0.016088745810768818,24.936825284090958,9.201364413174716,120.68811788855842,17.571436949427834
18,18,Abra,2013-07-01,633.6937981581485,27.444290456431588,21.327045643153554,0.451357979714345,0.01568330056739576,23.89462594696971,8.666768022017045,120.68811788855842,17.571436949427834
19,19,Abra,2013-08-01,842.0488783022332,24.05879668049795,-152.87275518672195,0.43797822397019254,0.016099597468520657,23.639417613636397,17.46566162109375,120.68811788855842,17.571436949427834
20,20,Abra,2013-09-01,1038.8229404296444,26.00807468879674,2.7364896265560787,0.43223452701304077,0.015869274283900406,23.403267045454584,13.188245461203836,120.68811788855842,17.571436949427834
21,21,Abra,2013-10-01,148.91310293876538,25.04435684647308,19.100589211618285,0.46918584144069564,0.014250343496149237,22.314074337121212,17.35044500177557,120.68811788855842,17.571436949427834
22,22,Abra,2013-11-01,192.26512703017303,25.75001659751041,19.99884647302906,0.457192175533016,0.014695722045320454,22.595886600378833,19.570688698508523,120.68811788855842,17.571436949427834
23,23,Abra,2013-12-01,10.289580327994896,25.598149377593415,18.533452282157725,0.433895508176361,0.013499991460279984,21.126811079545462,17.401844371448867,120.68811788855842,17.571436949427834
24,24,Abra,2014-01-01,1.2222669048404151,25.066630705394232,16.77790041493779,0.4042161043262265,0.010450706337437485,18.779687500000023,20.139624023437506,120.68811788855842,17.571436949427834
25,25,Abra,2014-02-01,0.28560918329678703,27.389087136929504,18.053286307053952,0.3904218588283999,0.011425137519836426,20.68904474431821,12.91785195090554,120.68811788855842,17.571436949427834
26,26,Abra,2014-03-01,42.486259130761034,30.045286307053914,20.04701244813282,0.3834483129786793,0.012029306455091995,22.8503847064394,13.49773115678267,120.68811788855842,17.571436949427834
27,27,Abra,2014-04-01,79.57190208280967,31.349186721991714,21.13922821576773,0.38810329124404885,0.0136499513279308,24.83011363636365,9.587158480557529,120.68811788855842,17.571436949427834
28,28,Abra,2014-05-01,263.70519296695113,30.04877178423243,21.091925311203283,0.43856079486648714,0.014855749679334238,25.83313210227277,8.660977727716618,120.68811788855842,17.571436949427834
29,29,Abra,2014-06-01,487.63880933163625,16.169302904564347,-123.32357676348545,0.4127306147795487,0.01626492991591945,24.77063210227277,14.024244273792613,120.68811788855842,17.571436949427834
30,30,Abra,2014-07-01,352.92645958446985,28.12203319502072,2.8679419087137035,0.3873978058373008,0.016454647887836803,24.090530303030334,12.34013671875,120.68811788855842,17.571436949427834
31,31,Abra,2014-08-01,521.5751558141502,27.255941908713737,20.945734439833984,0.4845830262885531,0.015921679410067467,23.642436079545462,15.30389848188921,120.68811788855842,17.571436949427834
32,32,Abra,2014-09-01,2119.473550966545,26.83831535269718,21.219460580912937,0.4562742289381081,0.0160594672867746,23.99272608901515,15.378575550426138,120.68811788855842,17.571436949427834
33,33,Abra,2014-10-01,83.82509905497797,25.98334439834025,20.46892116182579,0.47154477333885325,0.01500115611336448,23.289660274621212,17.091194291548295,120.68811788855842,17.571436949427834
34,34,Abra,2014-11-01,89.27881281710032,27.19456431535275,20.011593360995903,0.44103394742289387,0.013957475170944677,22.745774147727275,17.235216730291196,120.68811788855842,17.571436949427834
