,adm,date,value
904,Davao Oriental,2015-06-01,42.61300000000001
905,Davao Oriental,2015-07-01,41.2415
906,Davao Oriental,2015-08-01,35.667
907,Davao Oriental,2015-09-01,45.89958333333334
908,Davao Oriental,2015-10-01,48.075624999999995
909,Davao Oriental,2015-11-01,43.216153846153844
910,Davao Oriental,2015-12-01,33.939166666666665
911,Davao Oriental,2016-01-01,43.61923076923077
912,Davao Oriental,2016-02-01,42.606874999999995
913,Davao Oriental,2016-03-01,36.3075
914,Davao del Norte,2013-01-01,0.0
915,Davao del Norte,2013-02-01,0.0
916,Davao del Norte,2013-03-01,0.0
917,Davao del Norte,2013-04-01,0.0
918,Davao del Norte,2013-05-01,0.0
919,Davao del Norte,2013-06-01,0.0
920,Davao del Norte,2013-07-01,91.67
921,Davao del Norte,2013-08-01,0.0
922,Davao del Norte,2013-09-01,0.0
923,Davao del Norte,2013-10-01,27.69
924,Davao del Norte,2013-11-01,48.03375
925,Davao del Norte,2013-12-01,43.35368421052631
926,Davao del Norte,2014-01-01,45.80380952380953
927,Davao del Norte,2014-02-01,50.93636363636363
928,Davao del Norte,2014-03-01,36.35875
929,Davao del Norte,2014-04-01,0.0
930,Davao del Norte,2014-05-01,0.0
931,Davao del Norte,2014-06-01,58.552499999999995
932,Davao del Norte,2014-07-01,44.27368421052632
933,Davao del Norte,2014-08-01,44.53925925925927
934,Davao del Norte,2014-09-01,51.33560975609757
935,Davao del Norte,2014-10-01,43.369473684210526
936,Davao del Norte,2014-11-01,45.459722222222226
937,Davao del Norte,2014-12-01,30.670666666666666
938,Davao del Norte,2015-01-01,34.833333333333336
939,Davao del Norte,2015-02-01,43.333333333333336
940,Davao del Norte,2015-03-01,36.5
941,Davao del Norte,2015-04-01,0.0
942,Davao del Norte,2015-05-01,0.0
943,Davao del Norte,2015-06-01,70.43166666666666
944,Davao del Norte,2015-07-01,55.93633333333333
945,Davao del Norte,2015-08-01,55.46695652173912
946,Davao del Norte,2015-09-01,57.436976744186055
947,Davao del Norte,2015-10-01,56.0896551724138
948,Davao del Norte,2015-11-01,60.76407407407406
949,Davao del Norte,2015-12-01,52.58736842105262
950,Davao del Norte,2016-01-01,59.05000000000001
951,Davao del Norte,2016-02-01,56.1625
952,Davao del Norte,2016-03-01,52.41214285714287
953,Davao del Norte,2016-04-01,63.64
954,Davao del Norte,2016-06-01,34.42272727272727
955,Davao del Norte,2016-07-01,54.285000000000004
956,Davao del Norte,2016-08-01,69.62166666666667
957,Davao del Norte,2016-09-01,48.34
958,Davao del Norte,2016-11-01,77.404
959,Davao del Norte,2016-12-01,68.61333333333333
960,Davao del Norte,2017-01-01,61.97428571428571
961,Davao del Norte,2017-02-01,59.03714285714286
962,Davao del Norte,2017-03-01,64.2975
963,Davao del Sur,2012-06-01,61.54
964,Davao del Sur,2012-07-01,41.586842105263166
965,Davao del Sur,2012-08-01,41.70687499999999
966,Davao del Sur,2012-09-01,48.98666666666666
967,Davao del Sur,2012-10-01,43.58842105263158
968,Davao del Sur,2012-11-01,50.0
969,Davao del Sur,2012-12-01,50.660000000000004
970,Davao del Sur,2013-01-01,0.0
971,Davao del Sur,2013-02-01,0.0
972,Davao del Sur,2013-03-01,0.0
973,Davao del Sur,2013-04-01,0.0
974,Davao del Sur,2013-05-01,0.0
975,Davao del Sur,2013-06-01,0.0
976,Davao del Sur,2013-07-01,0.0
977,Davao del Sur,2013-08-01,52.443461538461534
978,Davao del Sur,2013-09-01,47.499354838709664
979,Davao del Sur,2013-10-01,42.53675
980,Davao del Sur,2013-11-01,41.00781250000001
981,Davao del Sur,2013-12-01,40.372
982,Davao del Sur,2014-01-01,36.790833333333346
983,Davao del Sur,2014-02-01,40.35121212121212
984,Davao del Sur,2014-03-01,46.924499999999995
985,Davao del Sur,2014-04-01,70.83500000000001
986,Davao del Sur,2014-05-01,0.0
987,Davao del Sur,2014-06-01,27.78
988,Davao del Sur,2014-07-01,41.065
989,Davao del Sur,2014-08-01,47.25000000000001
990,Davao del Sur,2014-09-01,45.502894736842116
991,Davao del Sur,2014-10-01,49.879428571428576
992,Davao del Sur,2014-11-01,46.993571428571435
993,Davao del Sur,2014-12-01,43.1978947368421
994,Davao del Sur,2015-01-01,34.67166666666667
995,Davao del Sur,2015-02-01,45.285714285714285
996,Davao del Sur,2015-03-01,49.5
997,Davao del Sur,2015-04-01,0.0
998,Davao del Sur,2015-05-01,0.0
999,Davao del Sur,2015-06-01,53.33
1000,Davao del Sur,2015-07-01,52.26642857142856
1001,Davao del Sur,2015-08-01,42.888749999999995
1002,Davao del Sur,2015-09-01,43.55757575757575
1003,Davao del Sur,2015-10-01,51.087727272727264
1004,Davao del Sur,2015-11-01,50.24384615384614
1005,Davao del Sur,2015-12-01,45.84944444444445
1006,Davao del Sur,2016-01-01,54.47882352941176
1007,Davao del Sur,2016-02-01,74.645
1008,Davao del Sur,2016-03-01,49.28692307692307
1009,Davao del Sur,2016-06-01,17.305
1010,Davao del Sur,2016-07-01,21.446
1011,Davao del Sur,2016-09-01,66.4025
1012,Davao del Sur,2016-10-01,68.69
1013,Dinagat Islands,2013-01-01,0.0
1014,Dinagat Islands,2013-02-01,0.0
1015,Dinagat Islands,2013-03-01,0.0
1016,Dinagat Islands,2013-04-01,0.0
1017,Dinagat Islands,2013-05-01,0.0
1018,Dinagat Islands,2013-06-01,0.0
1019,Dinagat Islands,2013-07-01,0.0
1020,Dinagat Islands,2013-08-01,0.0
1021,Dinagat Islands,2013-09-01,0.0
1022,Dinagat Islands,2013-10-01,0.0
1023,Dinagat Islands,2013-11-01,0.0
1024,Dinagat Islands,2013-12-01,0.0
1025,Dinagat Islands,2014-01-01,0.0
1026,Dinagat Islands,2014-02-01,0.0
1027,Dinagat Islands,2014-03-01,0.0
1028,Dinagat Islands,2014-04-01,0.0
1029,Dinagat Islands,2014-05-01,0.0
1030,Dinagat Islands,2014-06-01,0.0
1031,Dinagat Islands,2014-07-01,0.0
1032,Dinagat Islands,2014-08-01,0.0
1033,Dinagat Islands,2014-09-01,0.0
1034,Dinagat Islands,2014-10-01,0.0
1035,Dinagat Islands,2014-11-01,0.0
1036,Dinagat Islands,2014-12-01,0.0
1037,Dinagat Islands,2015-01-01,0.0
1038,Dinagat Islands,2015-02-01,0.0
1039,Dinagat Islands,2015-03-01,0.0
1040,Dinagat Islands,2015-04-01,0.0
1041,Dinagat Islands,2015-05-01,0.0
1042,Dinagat Islands,2015-06-01,0.0
1043,Dinagat Islands,2015-07-01,0.0
1044,Dinagat Islands,2015-08-01,13.45
1045,Dinagat Islands,2015-09-01,14.532499999999999
1046,Dinagat Islands,2015-10-01,12.396
1047,Dinagat Islands,2015-11-01,21.927500000000002
1048,Dinagat Islands,2015-12-01,14.229999999999999
1049,Dinagat Islands,2016-01-01,15.26
1050,Dinagat Islands,2016-02-01,7.82
1051,Dinagat Islands,2016-03-01,15.343333333333334
1052,Dinagat Islands,2016-06-01,5.555
1053,Dinagat Islands,2016-07-01,26.48
1054,Ifugao,2013-01-01,0.0
1055,Ifugao,2013-02-01,0.0
1056,Ifugao,2013-03-01,0.0
1057,Ifugao,2013-04-01,0.0
1058,Ifugao,2013-05-01,0.0
1059,Ifugao,2013-06-01,0.0
1060,Ifugao,2013-07-01,0.0
1061,Ifugao,2013-08-01,0.0
1062,Ifugao,2013-09-01,0.0
1063,Ifugao,2013-10-01,0.0
1064,Ifugao,2013-11-01,0.0
1065,Ifugao,2013-12-01,0.0
1066,Ifugao,2014-01-01,6.445
1067,Ifugao,2014-02-01,15.28611111111111
1068,Ifugao,2014-03-01,16.091666666666665
1069,Ifugao,2014-04-01,0.0
1070,Ifugao,2014-05-01,0.0
1071,Ifugao,2014-06-01,0.0
1072,Ifugao,2014-07-01,2.975
1073,Ifugao,2014-08-01,11.111666666666665
1074,Ifugao,2014-09-01,18.077727272727273
1075,Ifugao,2014-10-01,16.064615384615383
1076,Ifugao,2014-11-01,11.495714285714286
1077,Ifugao,2014-12-01,9.799375
1078,Ifugao,2015-01-01,9.476190476190476
1079,Ifugao,2015-02-01,8.272727272727273
1080,Ifugao,2015-03-01,7.611111111111111
1081,Ifugao,2015-04-01,12.0
1082,Ifugao,2015-05-01,17.0
1083,Ifugao,2015-06-01,0.0
1084,Ifugao,2015-07-01,25.139545454545452
1085,Ifugao,2015-08-01,29.847499999999997
1086,Ifugao,2015-09-01,36.92666666666667
1087,Ifugao,2015-10-01,28.6455
1088,Ifugao,2015-11-01,27.922499999999996
1089,Ifugao,2015-12-01,31.428235294117645
1090,Ifugao,2016-01-01,14.992777777777778
1091,Ifugao,2016-02-01,11.43611111111111
1092,Ifugao,2016-03-01,15.070833333333333
1093,Ilocos Norte,2013-01-01,0.0
1094,Ilocos Norte,2013-02-01,0.0
1095,Ilocos Norte,2013-03-01,0.0
1096,Ilocos Norte,2013-04-01,0.0
1097,Ilocos Norte,2013-05-01,0.0
1098,Ilocos Norte,2013-06-01,0.0
1099,Ilocos Norte,2013-07-01,0.0
1100,Ilocos Norte,2013-08-01,0.0
1101,Ilocos Norte,2013-09-01,0.0
1102,Ilocos Norte,2013-10-01,0.0
1103,Ilocos Norte,2013-11-01,0.0
1104,Ilocos Norte,2013-12-01,0.0
1105,Ilocos Norte,2014-01-01,14.882777777777777
1106,Ilocos Norte,2014-02-01,11.857454545454544
1107,Ilocos Norte,2014-03-01,14.345357142857141
1108,Ilocos Norte,2014-04-01,12.5
1109,Ilocos Norte,2014-05-01,5.88
1110,Ilocos Norte,2014-06-01,45.16
1111,Ilocos Norte,2014-07-01,30.08894736842105
1112,Ilocos Norte,2014-08-01,21.22611111111111
1113,Ilocos Norte,2014-09-01,32.52222222222222
1114,Ilocos Norte,2014-10-01,25.29909090909091
1115,Ilocos Norte,2014-11-01,19.904090909090908
1116,Ilocos Norte,2014-12-01,9.766923076923078
1117,Ilocos Norte,2015-01-01,41.89
1118,Ilocos Norte,2015-02-01,12.0
1119,Ilocos Norte,2015-03-01,15.0
1120,Ilocos Norte,2015-04-01,20.83
1121,Ilocos Norte,2015-05-01,0.0
1122,Ilocos Norte,2015-06-01,97.39
1123,Ilocos Norte,2015-07-01,40.64928571428571
1124,Ilocos Norte,2015-08-01,46.00416666666668
1125,Ilocos Norte,2015-09-01,43.706417910447776
1126,Ilocos Norte,2015-10-01,34.678823529411765
1127,Ilocos Norte,2015-11-01,30.723389830508477
1128,Ilocos Norte,2015-12-01,28.615178571428572
1129,Ilocos Norte,2016-01-01,27.469591836734697
1130,Ilocos Norte,2016-02-01,24.402545454545447
1131,Ilocos Norte,2016-03-01,24.43636363636364
1132,Ilocos Norte,2016-04-01,0.0
1133,Ilocos Norte,2016-07-01,45.67125
1134,Ilocos Norte,2016-08-01,40.73461538461539
1135,Ilocos Norte,2016-09-01,36.268571428571434
1136,Ilocos Norte,2016-10-01,33.18282051282051
1137,Ilocos Norte,2016-11-01,29.4996875
1138,Ilocos Norte,2016-12-01,20.69611111111111
1139,Ilocos Norte,2017-01-01,19.305
1140,Ilocos Norte,2017-02-01,31.724666666666664
1141,Ilocos Norte,2017-03-01,21.155454545454543
1142,Ilocos Norte,2017-04-01,20.0
1143,Ilocos Norte,2017-05-01,6.666666666666667
1144,Ilocos Sur,2013-01-01,0.0
1145,Ilocos Sur,2013-02-01,0.0
1146,Ilocos Sur,2013-03-01,0.0
1147,Ilocos Sur,2013-04-01,0.0
1148,Ilocos Sur,2013-05-01,0.0
1149,Ilocos Sur,2013-06-01,0.0
1150,Ilocos Sur,2013-07-01,0.0
1151,Ilocos Sur,2013-08-01,0.0
1152,Ilocos Sur,2013-09-01,0.0
1153,Ilocos Sur,2013-10-01,0.0
1154,Ilocos Sur,2013-11-01,0.0
1155,Ilocos Sur,2013-12-01,0.0
1156,Ilocos Sur,2014-01-01,64.29
1157,Ilocos Sur,2014-02-01,28.94625
1158,Ilocos Sur,2014-03-01,23.532
1159,Ilocos Sur,2014-04-01,0.0
1160,Ilocos Sur,2014-05-01,0.0
1161,Ilocos Sur,2014-06-01,46.666666666666664
1162,Ilocos Sur,2014-07-01,30.25875
1163,Ilocos Sur,2014-08-01,35.08555555555555
1164,Ilocos Sur,2014-09-01,37.14153846153846
1165,Ilocos Sur,2014-10-01,43.03375
1166,Ilocos Sur,2014-11-01,37.532500000000006
1167,Ilocos Sur,2014-12-01,41.288
1168,Ilocos Sur,2015-01-01,64.71
1169,Ilocos Sur,2015-02-01,0.0
1170,Ilocos Sur,2015-03-01,0.0
1171,Ilocos Sur,2015-04-01,0.0
1172,Ilocos Sur,2015-05-01,0.0
1173,Ilocos Sur,2015-06-01,11.573333333333332
1174,Ilocos Sur,2015-07-01,22.8625
1175,Ilocos Sur,2015-08-01,24.770666666666667
1176,Ilocos Sur,2015-09-01,33.13833333333333
1177,Ilocos Sur,2015-10-01,37.39294117647059
1178,Ilocos Sur,2015-11-01,32.44125
1179,Ilocos Sur,2015-12-01,35.785714285714285
1180,Ilocos Sur,2016-01-01,28.838823529411766
1181,Ilocos Sur,2016-02-01,22.90619047619048
1182,Ilocos Sur,2016-03-01,20.12
1183,Ilocos Sur,2016-04-01,19.3
1184,Ilocos Sur,2016-06-01,0.0
1185,Ilocos Sur,2016-07-01,0.0
1186,Ilocos Sur,2016-08-01,13.75
1187,Ilocos Sur,2016-09-01,19.615454545454543
1188,Ilocos Sur,2016-10-01,15.453333333333333
1189,Ilocos Sur,2016-11-01,13.803333333333335
1190,Ilocos Sur,2016-12-01,6.986666666666667
1191,Ilocos Sur,2017-01-01,10.0
1192,Iloilo,2012-07-01,55.285714285714285
1193,Iloilo,2012-08-01,65.77777777777777
1194,Iloilo,2012-09-01,63.42857142857143
1195,Iloilo,2012-10-01,51.55555555555556
1196,Iloilo,2012-11-01,60.166666666666664
1197,Iloilo,2013-01-01,0.0
1198,Iloilo,2013-02-01,0.0
1199,Iloilo,2013-03-01,0.0
1200,Iloilo,2013-04-01,0.0
1201,Iloilo,2013-05-01,0.0
1202,Iloilo,2013-06-01,0.0
1203,Iloilo,2013-07-01,0.0
1204,Iloilo,2013-08-01,0.0
1205,Iloilo,2013-09-01,0.0
1206,Iloilo,2013-10-01,32.191250000000004
1207,Iloilo,2013-11-01,43.89545454545454
1208,Iloilo,2013-12-01,35.122
1209,Iloilo,2014-01-01,39.70125
1210,Iloilo,2014-02-01,29.706363636363633
1211,Iloilo,2014-03-01,46.21625
1212,Iloilo,2014-04-01,0.0
1213,Iloilo,2014-05-01,0.0
1214,Iloilo,2014-06-01,36.11
1215,Iloilo,2014-07-01,50.62
1216,Iloilo,2014-08-01,55.88083333333333
1217,Iloilo,2014-09-01,66.52222222222221
1218,Iloilo,2014-10-01,45.75
1219,Iloilo,2014-11-01,38.010000000000005
1220,Iloilo,2014-12-01,54.17
1221,Iloilo,2015-01-01,43.333333333333336
1222,Iloilo,2015-02-01,35.5
1223,Iloilo,2015-03-01,29.0
1224,Iloilo,2015-04-01,0.0
1225,Iloilo,2015-05-01,0.0
1226,Iloilo,2015-06-01,0.0
1227,Iloilo,2015-07-01,0.0
1228,Iloilo,2015-08-01,36.25555555555556
1229,Iloilo,2015-09-01,34.58034482758621
1230,Iloilo,2015-10-01,27.921250000000004
1231,Iloilo,2015-11-01,22.50833333333334
1232,Iloilo,2015-12-01,15.680833333333332
1233,Iloilo,2016-01-01,21.611666666666665
1234,Iloilo,2016-02-01,38.80800000000001
1235,Iloilo,2016-03-01,31.34
1236,Isabela,2013-01-01,0.0
1237,Isabela,2013-02-01,0.0
1238,Isabela,2013-03-01,0.0
1239,Isabela,2013-04-01,0.0
1240,Isabela,2013-05-01,0.0
1241,Isabela,2013-06-01,0.0
1242,Isabela,2013-07-01,0.0
1243,Isabela,2013-08-01,0.0
1244,Isabela,2013-09-01,0.0
1245,Isabela,2013-10-01,69.85333333333334
1246,Isabela,2013-11-01,56.64666666666667
1247,Isabela,2013-12-01,31.483333333333334
1248,Isabela,2014-01-01,42.876666666666665
1249,Isabela,2014-02-01,41.47
1250,Isabela,2014-03-01,82.5
1251,Isabela,2014-04-01,0.0
1252,Isabela,2014-05-01,0.0
1253,Isabela,2014-06-01,66.25
1254,Isabela,2014-07-01,70.59333333333335
1255,Isabela,2014-08-01,69.65750000000001
1256,Isabela,2014-09-01,64.31400000000001
1257,Isabela,2014-10-01,18.619999999999997
1258,Isabela,2014-11-01,22.7075
1259,Isabela,2014-12-01,22.275000000000002
1260,Isabela,2015-01-01,44.0
1261,Isabela,2015-02-01,24.5
1262,Isabela,2015-03-01,24.5
1263,Isabela,2015-04-01,0.0
1264,Isabela,2015-05-01,0.0
1265,Isabela,2015-06-01,0.0
1266,Isabela,2015-07-01,25.0
1267,Isabela,2015-08-01,20.183333333333334
1268,Isabela,2015-09-01,23.843333333333334
1269,Isabela,2015-10-01,27.975
1270,Isabela,2015-11-01,31.82
1271,Isabela,2015-12-01,0.0
1272,Isabela,2016-01-01,0.0
1273,Kalinga,2013-01-01,0.0
1274,Kalinga,2013-02-01,0.0
1275,Kalinga,2013-03-01,0.0
1276,Kalinga,2013-04-01,0.0
1277,Kalinga,2013-05-01,0.0
1278,Kalinga,2013-06-01,0.0
1279,Kalinga,2013-07-01,0.0
1280,Kalinga,2013-08-01,0.0
1281,Kalinga,2013-09-01,0.0
1282,Kalinga,2013-10-01,0.0
1283,Kalinga,2013-11-01,0.0
1284,Kalinga,2013-12-01,0.0
1285,Kalinga,2014-01-01,0.0
1286,Kalinga,2014-02-01,31.173333333333332
1287,Kalinga,2014-03-01,68.0
1288,Kalinga,2014-04-01,0.0
1289,Kalinga,2014-05-01,0.0
1290,Kalinga,2014-06-01,0.0
1291,Kalinga,2014-07-01,81.41
1292,Kalinga,2014-08-01,94.2225
1293,Kalinga,2014-09-01,90.55
1294,Kalinga,2014-10-01,73.41
1295,Kalinga,2014-11-01,72.225
1296,Kalinga,2014-12-01,0.0
1297,Kalinga,2015-01-01,0.0
1298,Kalinga,2015-02-01,0.0
1299,Kalinga,2015-03-01,0.0
1300,Kalinga,2015-04-01,0.0
1301,Kalinga,2015-05-01,0.0
1302,Kalinga,2015-06-01,0.0
1303,Kalinga,2015-07-01,56.5725
1304,Kalinga,2015-08-01,60.445
1305,Kalinga,2015-09-01,49.81
1306,Kalinga,2015-10-01,26.662857142857142
1307,Kalinga,2015-11-01,19.84555555555555
1308,Kalinga,2015-12-01,25.886666666666667
1309,Kalinga,2016-01-01,0.0
1310,Kalinga,2016-03-01,21.7275
1311,La Union,2013-01-01,19.35
1312,La Union,2013-02-01,0.0
1313,La Union,2013-03-01,22.58
1314,La Union,2013-04-01,0.0
1315,La Union,2013-05-01,0.0
1316,La Union,2013-06-01,0.0
1317,La Union,2013-07-01,0.0
1318,La Union,2013-08-01,0.0
1319,La Union,2013-09-01,0.0
1320,La Union,2013-10-01,0.0
1321,La Union,2013-11-01,0.0
1322,La Union,2013-12-01,0.0
1323,La Union,2014-01-01,23.923333333333336
1324,La Union,2014-02-01,31.91454545454545
1325,La Union,2014-03-01,18.892857142857142
1326,La Union,2014-04-01,0.0
1327,La Union,2014-05-01,0.0
1328,La Union,2014-06-01,0.0
1329,La Union,2014-07-01,24.07
1330,La Union,2014-08-01,23.454615384615384
1331,La Union,2014-09-01,39.896521739130435
1332,La Union,2014-10-01,24.992692307692316
1333,La Union,2014-11-01,31.07538461538462
1334,La Union,2014-12-01,33.595
1335,La Union,2015-01-01,0.0
1336,La Union,2015-02-01,28.8
1337,La Union,2015-03-01,67.0
1338,La Union,2015-04-01,0.0
1339,La Union,2015-05-01,0.0
1340,La Union,2015-06-01,0.0
1341,La Union,2015-07-01,23.034444444444446
1342,La Union,2015-08-01,40.24321428571428
1343,La Union,2015-09-01,35.41720000000001
1344,La Union,2015-10-01,25.16285714285714
1345,La Union,2015-11-01,33.28178571428571
1346,La Union,2015-12-01,19.208333333333336
1347,La Union,2016-01-01,30.55826086956522
1348,La Union,2016-02-01,22.03411764705882
1349,La Union,2016-03-01,26.408
1350,La Union,2016-06-01,14.9375
1351,La Union,2016-07-01,17.80666666666667
1352,La Union,2016-08-01,13.281428571428572
1353,La Union,2016-09-01,37.14066666666667
1354,La Union,2016-10-01,45.92588235294117
1355,La Union,2016-11-01,38.436666666666675
1356,La Union,2016-12-01,57.354
1357,La Union,2017-01-01,64.70666666666666
1358,La Union,2017-02-01,70.59
1359,Laguna,2013-01-01,51.089999999999996
1360,Laguna,2013-02-01,22.805
1361,Laguna,2013-03-01,48.48
1362,Laguna,2013-04-01,49.49
1363,Laguna,2013-05-01,33.93
1364,Laguna,2013-06-01,5.695
1365,Laguna,2013-07-01,7.335
1366,Laguna,2013-08-01,8.495000000000001
1367,Laguna,2013-09-01,11.68
1368,Laguna,2013-10-01,19.922200000000004
1369,Laguna,2013-11-01,32.65266666666666
1370,Laguna,2013-12-01,31.340465116279066
1371,Laguna,2014-01-01,32.05060975609756
1372,Laguna,2014-02-01,26.72808219178082
1373,Laguna,2014-03-01,17.76615384615384
1374,Laguna,2014-04-01,18.545
1375,Laguna,2014-05-01,19.81
1376,Laguna,2014-06-01,30.99
1377,Laguna,2014-07-01,41.0075
1378,Laguna,2014-08-01,32.21166666666668
1379,Laguna,2014-09-01,21.207578947368418
1380,Laguna,2014-10-01,20.621445783132526
1381,Laguna,2014-11-01,21.1807894736842
1382,Laguna,2014-12-01,14.846458333333336
1383,Laguna,2015-01-01,18.92526315789474
1384,Laguna,2015-02-01,14.846153846153847
1385,Laguna,2015-03-01,3.8333333333333335
1386,Laguna,2015-04-01,0.0
1387,Laguna,2015-05-01,0.0
1388,Laguna,2015-06-01,18.220000000000006
1389,Laguna,2015-07-01,16.71125
1390,Laguna,2015-08-01,17.926117647058827
1391,Laguna,2015-09-01,12.483090909090908
1392,Laguna,2015-10-01,14.43026666666667
1393,Laguna,2015-11-01,19.78725806451613
1394,Laguna,2015-12-01,19.6806779661017
1395,Laguna,2016-01-01,14.555846153846153
1396,Laguna,2016-02-01,15.791739130434784
1397,Laguna,2016-03-01,13.85352112676056
1398,Laguna,2016-04-01,42.202
1399,Leyte,2013-01-01,0.0
1400,Leyte,2013-02-01,0.0
1401,Leyte,2013-03-01,0.0
1402,Leyte,2013-04-01,0.0
1403,Leyte,2013-05-01,0.0
1404,Leyte,2013-06-01,0.0
1405,Leyte,2013-07-01,0.0
1406,Leyte,2013-08-01,0.0
1407,Leyte,2013-09-01,0.0
1408,Leyte,2013-10-01,0.0
1409,Leyte,2013-11-01,0.0
1410,Leyte,2013-12-01,0.0
1411,Leyte,2014-01-01,0.0
1412,Leyte,2014-02-01,0.0
1413,Leyte,2014-03-01,9.0
1414,Leyte,2014-04-01,0.0
1415,Leyte,2014-05-01,0.0
1416,Leyte,2014-06-01,68.0
1417,Leyte,2014-07-01,37.95222222222222
1418,Leyte,2014-08-01,35.983793103448264
1419,Leyte,2014-09-01,36.68566666666667
1420,Leyte,2014-10-01,36.0153125
1421,Leyte,2014-11-01,41.92280000000001
1422,Leyte,2014-12-01,46.14
1423,Leyte,2015-01-01,45.22222222222222
1424,Leyte,2015-02-01,32.65916666666667
1425,Leyte,2015-03-01,30.5
1426,Leyte,2015-04-01,0.0
1427,Leyte,2015-05-01,0.0
1428,Leyte,2015-06-01,37.13
1429,Leyte,2015-07-01,36.26914285714285
1430,Leyte,2015-08-01,46.13885714285715
1431,Leyte,2015-09-01,42.64076923076923
1432,Leyte,2015-10-01,37.739999999999995
1433,Leyte,2015-11-01,42.535806451612906
1434,Leyte,2015-12-01,35.69125
1435,Leyte,2016-01-01,35.773437499999986
1436,Leyte,2016-02-01,31.955312499999998
1437,Leyte,2016-03-01,22.745789473684212
1438,Leyte,2016-06-01,12.5725
1439,Leyte,2016-07-01,17.71375
1440,Leyte,2016-08-01,31.04
1441,Leyte,2016-09-01,30.0
1442,Leyte,2016-10-01,25.745
1443,Leyte,2016-11-01,26.189999999999998
1444,Leyte,2016-12-01,10.715
1445,Leyte,2017-01-01,16.072499999999998
1446,Leyte,2017-02-01,0.0
1447,Marinduque,2012-11-01,39.0
1448,Marinduque,2013-01-01,0.0
1449,Marinduque,2013-02-01,0.0
1450,Marinduque,2013-03-01,0.0
1451,Marinduque,2013-04-01,0.0
1452,Marinduque,2013-05-01,0.0
1453,Marinduque,2013-06-01,0.0
1454,Marinduque,2013-07-01,0.0
1455,Marinduque,2013-08-01,0.0
1456,Marinduque,2013-09-01,53.56999999999999
1457,Marinduque,2013-10-01,0.0
1458,Marinduque,2013-11-01,5.0
1459,Marinduque,2013-12-01,33.6564
1460,Marinduque,2014-01-01,43.37199999999999
1461,Marinduque,2014-02-01,49.294000000000004
1462,Marinduque,2014-03-01,40.002631578947366
1463,Marinduque,2014-04-01,0.0
1464,Marinduque,2014-05-01,0.0
1465,Marinduque,2014-06-01,11.875
1466,Marinduque,2014-07-01,45.019473684210524
1467,Marinduque,2014-08-01,40.75266666666666
1468,Marinduque,2014-09-01,44.77944444444445
1469,Marinduque,2014-10-01,38.32138888888889
1470,Marinduque,2014-11-01,34.43800000000001
1471,Marinduque,2014-12-01,18.52666666666666
1472,Marinduque,2015-01-01,23.866666666666667
1473,Marinduque,2015-02-01,24.345416666666665
1474,Marinduque,2015-03-01,29.428571428571427
1475,Marinduque,2015-04-01,21.0
1476,Marinduque,2015-05-01,33.75
1477,Marinduque,2015-06-01,35.744166666666665
1478,Marinduque,2015-07-01,53.29612244897959
1479,Marinduque,2015-08-01,51.97775
1480,Marinduque,2015-09-01,42.0995744680851
1481,Marinduque,2015-10-01,33.87628571428572
1482,Marinduque,2015-11-01,34.31727272727274
1483,Marinduque,2015-12-01,30.195199999999996
1484,Marinduque,2016-01-01,34.32714285714286
1485,Marinduque,2016-02-01,42.4436111111111
1486,Marinduque,2016-03-01,34.573793103448274
1487,Masbate,2013-01-01,0.0
1488,Masbate,2013-02-01,0.0
1489,Masbate,2013-03-01,0.0
1490,Masbate,2013-04-01,0.0
1491,Masbate,2013-05-01,0.0
1492,Masbate,2013-06-01,0.0
1493,Masbate,2013-07-01,0.0
1494,Masbate,2013-08-01,0.0
1495,Masbate,2013-09-01,0.0
1496,Masbate,2013-10-01,25.183333333333334
1497,Masbate,2013-11-01,37.815
1498,Masbate,2013-12-01,54.47875
1499,Masbate,2014-01-01,54.47181818181818
1500,Masbate,2014-02-01,46.520833333333336
1501,Masbate,2014-03-01,45.806250000000006
1502,Masbate,2014-04-01,0.0
1503,Masbate,2014-05-01,0.0
1504,Masbate,2014-06-01,54.165
1505,Masbate,2014-07-01,67.346
1506,Masbate,2014-08-01,46.28833333333333
1507,Masbate,2014-09-01,42.067647058823525
1508,Masbate,2014-10-01,37.245384615384616
1509,Masbate,2014-11-01,44.85052631578948
1510,Masbate,2014-12-01,47.221
1511,Masbate,2015-01-01,53.04545454545455
1512,Masbate,2015-02-01,46.61538461538461
1513,Masbate,2015-03-01,51.81818181818182
1514,Masbate,2015-04-01,16.7075
1515,Masbate,2015-05-01,0.0
1516,Masbate,2015-06-01,0.0
1517,Masbate,2015-07-01,52.94
1518,Masbate,2015-08-01,46.949999999999996
1519,Masbate,2015-09-01,53.95799999999999
1520,Masbate,2015-10-01,47.09722222222222
1521,Masbate,2015-11-01,32.66235294117647
1522,Masbate,2015-12-01,35.28666666666667
1523,Masbate,2016-01-01,45.125
1524,Masbate,2016-02-01,48.772
1525,Masbate,2016-03-01,26.500625
1526,Masbate,2016-06-01,60.605
1527,Masbate,2016-07-01,46.87
1528,Masbate,2016-08-01,59.56307692307692
1529,Masbate,2016-09-01,59.313750000000006
1530,Masbate,2016-10-01,48.95
1531,Masbate,2016-11-01,47.3
1532,Masbate,2016-12-01,32.20666666666668
1533,Masbate,2017-01-01,40.524
1534,Masbate,2017-02-01,28.458999999999996
