adm_level,date,JAXA_GPM_L3_GSMaP_v6_operational_hourlyPrecipRateGC,MODIS_006_MOD11A1_LST_Day_1km,MODIS_006_MOD11A1_LST_Night_1km,MODIS_006_MYD13A1_EVI,NASA_FLDAS_NOAH01_C_GL_M_V001_Qair_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Rainf_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_SoilMoi00_10cm_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_SoilTemp00_10cm_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Tair_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Wind_f_tavg
Batanes,2013-02-01,0.00034726337999999994,14850.845,14669.453000000001,5126.1357,0.013597918,4.0677125e-05,0.36135802,295.92062000000004,296.22292999999996,9.356319000000001
Batanes,2013-03-01,0.00011734783000000002,14937.194,14726.64,5079.491,0.014593914,1.4232854e-05,0.30592316,297.6216,297.06674,7.478877499999999
Batanes,2013-04-01,0.0017967045,15036.471000000001,14752.035,5128.9478,0.015863102,3.229103e-05,0.28939244,298.8869,297.75043,7.6076274
Batanes,2013-05-01,0.004561498,15055.195,14859.569,5675.307,0.018249196999999998,6.487404999999999e-05,0.34518135,299.77022999999997,299.75998,6.5862894
Batanes,2013-06-01,0.0027107890000000003,15112.583999999999,14889.417,5397.677,0.019064298,5.0073343999999994e-05,0.3320338,301.66832999999997,301.4086,5.951986
Batanes,2013-07-01,0.0060483506,15047.482,14859.256000000001,5873.7314,0.018498618,6.846495e-05,0.36569774,300.5699,300.95953,6.560911
Batanes,2013-08-01,0.016224016,15020.06,14825.411,5839.8623,0.019067183,0.00020793067,0.40932092,299.71932999999996,300.8263,8.235284
Batanes,2013-09-01,0.018899422,14989.546999999999,14809.72,5634.693,0.01793905,0.00018995691999999998,0.41621679999999994,299.39206,300.40308,8.353492999999999
Batanes,2013-10-01,0.00018399362000000001,14967.469,14722.014,5014.12,0.014696239,2.9256344000000003e-06,0.29306617,299.42807,298.9797,10.073946000000001
Batanes,2013-11-01,0.0014642309,14908.694,14741.421999999999,4705.467000000001,0.015272186,0.00010130045,0.38944823,297.19192999999996,297.81476000000004,10.343910000000001
Batanes,2013-12-01,0.0019294599,14824.726,14629.698,3826.6228,0.012659313,6.0557064e-05,0.37963167,294.49197000000004,295.32996,10.231997
Batanes,2014-01-01,9.100708000000001e-05,14797.785,14586.978000000001,4825.019,0.010134211,3.4416220000000006e-05,0.35221228,293.23135,293.95697,9.947609
Batanes,2014-02-01,0.00039087306000000005,14827.946000000002,14617.055,4183.299,0.012186332,1.923604e-05,0.32668892,294.5478,294.32196,7.870761
Batanes,2014-03-01,4.8573835e-05,14946.358,14619.728000000001,4372.103,0.012909988,1.0733714e-05,0.26873815,296.27817000000005,295.38,8.238761
Batanes,2014-04-01,1.9365729e-05,15066.082,14748.671,4229.478,0.01494716,9.738467e-06,0.24298674,299.5675,297.9295,6.2295622999999996
Batanes,2014-05-01,0.0020975873000000003,15194.465,14847.136999999999,3919.6187,0.018260485,5.8871017e-05,0.30011848,300.86966,300.28705,5.2877
Batanes,2014-06-01,0.012060495,15014.218,14858.248,4500.319,0.019830076000000002,0.000115670875,0.39309862,300.54544,301.40207000000004,6.246565299999999
Batanes,2014-07-01,0.0031439078000000003,15033.694,14875.458,5281.436,0.019464793,5.6968107e-05,0.37510577,301.26126,301.60504,6.658631
Batanes,2014-08-01,0.0031375256,15001.78,14855.471000000001,5684.0503,0.019063642,8.689627399999999e-05,0.39268216,300.15747000000005,300.71497,7.7099147
Batanes,2014-09-01,0.0074644475,14986.678,14839.911,5510.524,0.01866796,0.00011250409400000001,0.39566776,300.28116,301.02686,6.516611
Batanes,2014-10-01,0.0014259804,14963.168,14783.309,5532.556,0.0156046795,3.560051e-05,0.36087918,299.11422999999996,299.4564,9.666205
Batanes,2014-11-01,0.0011557904,14911.605,14719.058,4394.6777,0.014724717,3.9852659999999996e-05,0.31847224,298.20923,298.01395,9.2838545
Batanes,2014-12-01,0.0011023091000000001,14647.8125,14598.378999999999,2694.9785,0.012263676000000001,4.13026e-05,0.32790133,294.863,294.9169,11.820364999999999
Batanes,2015-01-01,0.0012402355,14771.63,14542.896,4709.3906,0.0108174,3.9996599999999996e-05,0.31971416,293.9907,294.15252999999996,9.774594
Batanes,2015-02-01,0.00045071775000000004,14843.668,14641.668,4827.648,0.011688602,3.314111e-05,0.34023020000000004,294.42447000000004,294.5987,8.1848
Batanes,2015-03-01,6.5826185e-05,15007.573,14673.551000000001,4859.0015,0.013496383,2.1822792e-05,0.31128642,296.785,296.22128,6.954992999999999
Batanes,2015-04-01,0.000662422,15041.535,14758.398000000001,4830.1255,0.015955158,3.2811506e-05,0.27201077,299.4772,298.1066,7.122188599999999
Batanes,2015-05-01,0.008124393,15116.425,14823.803,4838.496,0.01812694,0.00016876066999999998,0.32523715,300.77213,300.05573,5.8823395
Batanes,2015-06-01,0.00042753145999999993,15143.018,14901.502,5494.575,0.019036239,1.1621611e-05,0.32193404,302.2545,301.64502000000005,5.6941695
Batanes,2015-07-01,0.0031555512,15134.892,14863.516000000001,4706.439,0.018795181,5.1507548e-05,0.33535743,301.45184,301.03292999999996,8.057909
Batanes,2015-08-01,0.007718487,15063.611,14872.63,5287.5107,0.019150054,0.0001358718,0.3633995,300.85535,301.04974,9.226643
Batanes,2015-09-01,0.00047673937000000004,15039.836000000001,14816.162,5432.422,0.017582662,5.305356e-05,0.33491713,301.0507,300.45799999999997,5.635957
Batanes,2015-10-01,0.0011091002,14997.436000000002,14783.312,5078.952,0.016971933,0.00013831706,0.37916365,299.2555,299.4172,9.6774235
Batanes,2015-11-01,0.0002536423,14984.989,14791.582,5232.755999999999,0.016211879,4.1208365e-05,0.38309133,298.51514,299.10004,8.371231
Batanes,2015-12-01,0.0013932233,14884.113000000001,14718.076000000001,4579.604,0.014642977,3.9968778e-05,0.34463784,297.05343999999997,297.20142000000004,9.521202
Batanes,2016-01-01,0.0025888216,14860.768,14709.056,4859.5527,0.01349949,7.026125e-05,0.33735535,296.11017000000004,296.25527999999997,8.918432000000001
Batanes,2016-02-01,0.00010982943000000001,14884.489,14708.81,4607.1685,0.012284005,3.896827e-05,0.3376237,294.63727,294.70264,9.611214
Batanes,2016-03-01,0.00016771091,14949.98,14696.8545,4407.4385,0.013202486999999999,2.489794e-05,0.33012566,295.83258,295.39232999999996,8.085775
Batanes,2016-04-01,0.0003730423,15089.117,14830.344,5170.1846,0.017311806000000002,7.890066000000001e-06,0.25753495,300.738,299.49295,5.8848796
Batanes,2016-05-01,0.0027722574,15101.366000000002,14874.187,5383.8423,0.018726025,9.230940500000001e-05,0.3190868,301.01956,300.77206,5.782978
Batanes,2016-06-01,0.005591179,15067.093,14915.969,5877.694,0.019646045,7.7202094e-05,0.37234676,301.106,301.6544,7.334269
Batanes,2016-07-01,0.010185003,15006.016000000001,14900.02,5572.1094,0.01925737,8.450615e-05,0.39014184,300.81757000000005,301.487,5.858596299999999
Batanes,2016-08-01,0.006779686500000001,14999.758,14883.451000000001,5334.7573,0.019493932,0.00015679761,0.41072127,300.20715,301.18878,6.5673775999999995
Batanes,2016-09-01,0.028503558,14986.725,14835.693000000001,4507.2954,0.01891891,0.00033459873999999994,0.42809540000000007,299.4427,300.8967,8.339205999999999
Batanes,2016-10-01,0.014180001999999999,14953.692,14810.546999999999,5262.509,0.01837453,0.00018418154,0.4135043,299.47443,300.3559,8.536592500000001
Batanes,2016-11-01,0.0027106171000000003,14907.641000000001,14737.471000000001,4886.5234,0.015781688000000002,0.00011433799999999999,0.35001984,298.49298,298.7994,10.0011835
Batanes,2016-12-01,0.0009009794400000001,14768.122,14678.215,4886.3279999999995,0.014261791000000001,4.0767758e-05,0.35451052,296.7423,297.1222,11.954724
Batanes,2017-01-01,0.0009116207400000001,14849.235,14688.374,4597.8279999999995,0.012292688999999999,3.41663e-05,0.359627,295.23843,295.91837000000004,10.104223
Batanes,2017-02-01,0.0009534035000000001,14786.889,14587.54,5309.4736,0.011607873999999999,3.420616e-05,0.3372079,294.59997999999996,294.84317000000004,9.673093
Batanes,2017-03-01,0.00011183470600000001,14936.451000000001,14687.771,5194.5537,0.012927246000000002,9.325594e-06,0.268758,296.90802,295.86773999999997,7.719921
Batanes,2017-04-01,0.0018144473000000002,15076.962,14780.473999999998,5159.6597,0.015511193999999999,4.6031353e-05,0.27347428,298.82455,297.71106000000003,7.2256274000000005
Batanes,2017-05-01,0.009116898,15047.546999999999,14808.864,4739.4536,0.01819012,0.00016514241000000003,0.34506536,300.20877,299.87094,5.1567793
Batanes,2017-06-01,0.00036152617999999997,15031.768999999998,14852.571000000002,5910.2754,0.019564115,3.274614e-05,0.39861912,300.71902,301.61298,6.6802850000000005
Batanes,2017-07-01,0.015532878,15018.538,14843.942,5762.6787,0.01906932,0.00010395858,0.39615375,300.3343,301.40002000000004,6.651494500000001
Batanes,2017-08-01,0.01267059,14998.291000000001,14855.548999999999,5411.9507,0.019466892,0.00015586133999999997,0.40727156,300.32782000000003,301.46927,6.752306
Batanes,2017-09-01,0.0031967435,14993.593,14871.348999999998,5919.1377,0.01935205,8.499398e-05,0.40677568,300.60556,301.5664,5.7893514999999995
Batanes,2017-10-01,0.011662413,14908.8545,14808.016000000001,5483.2,0.017033853,0.00017582581000000002,0.40000692,299.33258,300.5132,10.701273
Batanes,2017-11-01,0.0049673673,14907.002,14744.163,5106.448,0.016721,0.00011664841,0.38691559999999997,298.4632,299.04443,9.25286
Batanes,2017-12-01,0.0018265264000000001,14664.303,14578.915,4283.503,0.012720936,6.495567e-05,0.36515683,295.44836000000004,295.89224,12.215397
Batanes,2018-01-01,0.0002305734,14650.733999999999,14596.857,4029.3474,0.01298645,5.319888000000001e-05,0.36018986,294.84937,295.23874,10.150537
Batanes,2018-02-01,0.0007135045599999999,14782.848,14619.482,4915.894,0.012749331000000001,2.958264e-05,0.3529421,294.7644,294.96487,9.916034
Batanes,2018-03-01,7.908662e-06,14918.608,14674.815,5133.8647,0.013005124,1.9087793999999997e-05,0.29711053,296.87152000000003,296.0586,8.154924000000001
Batanes,2018-04-01,0.00012857208,14995.916000000001,14708.966999999999,4446.625,0.015257558999999999,1.2607896e-05,0.26189187,298.7833,297.3123,7.7709613
Batanes,2018-05-01,0.0010104944,15121.136999999999,14855.382,4780.59,0.017758793999999998,1.6431493e-05,0.24652566,301.94766,300.35067999999995,5.2435225999999995
Batanes,2018-06-01,0.013609163,14999.7,14855.031,4938.8184,0.019507319,0.00018009206000000003,0.35623303,300.98138,301.29105,7.335363
Batanes,2018-07-01,0.0047101923,14995.701000000001,14856.263,6155.882,0.018945811,9.5287796e-05,0.40352535,300.38167999999996,300.93917999999996,6.504285299999999
Batanes,2018-08-01,0.023889419,14964.575,14844.561000000002,5412.9927,0.018957013,0.00031480807,0.41433904,299.75497,300.9489,8.391319000000001
Batanes,2018-09-01,0.011395128000000001,14937.178999999998,14795.538,5710.5986,0.018337024,0.000153335,0.41001317,299.79974,300.50667999999996,7.477672599999999
Batanes,2018-10-01,0.00040175852999999994,14929.675,14745.363000000001,5383.545999999999,0.01572861,3.781725e-05,0.32541090000000006,299.3663,298.92255,8.450902000000001
Batanes,2018-11-01,0.00015028370000000002,14870.268,14717.222,5325.1577,0.015893241000000002,2.8803332e-05,0.35724616,298.38132,298.47736000000003,8.42099
Batanes,2018-12-01,0.00048500546999999996,14849.551000000001,14697.82,4743.267,0.014814008,2.8160286e-05,0.31955957,297.49854,297.4348,10.098322
Batangas,2012-06-01,0.069035225,15242.856000000002,14849.17,5010.122,0.01811586,6.8600064e-05,0.36537093,299.61447000000004,299.94095,4.895324700000001
Batangas,2012-07-01,0.24532981,15062.888,,4088.4075,0.01792281,0.00024067216,0.40866405,298.56,299.4147,4.2163415
Batangas,2012-08-01,0.21082821,15104.101999999999,14781.964,4995.294,0.01810095,0.00026010614,0.40593943,298.64044,299.2644,5.8911557
Batangas,2012-09-01,0.15560351,15026.211000000001,14811.4,4427.9634,0.017950067,0.00017687949,0.4093094,298.57324,299.3393,3.579557
Batangas,2012-10-01,0.16986786,15058.794,14788.241000000002,5082.1133,0.017018905,0.000120697965,0.39519742,298.5948,299.14453,4.538974
Batangas,2012-11-01,0.023289895,15068.489,14782.678,4985.9805,0.017381804,1.852353e-05,0.37006,299.03732,299.1525,5.195128400000001
Batangas,2012-12-01,0.041209254,15068.92,14775.303999999998,4582.407999999999,0.016899649,3.851506e-05,0.32907876,298.91983,298.64557,5.776674
Batangas,2013-01-01,0.038501237,14992.372,14686.661,4278.97,0.015231385,2.7641006e-05,0.32683107,297.76562,297.19745,6.4438642999999995
Batangas,2013-02-01,0.0743466,15082.645,14780.03,3982.078,0.015770191,3.0126325999999998e-05,0.25997359999999997,299.02512,297.98776000000004,6.8967314
Batangas,2013-03-01,0.033420216,15229.28,14803.527,3931.5508,0.016167054,1.17886075e-05,0.25052708,300.5519,299.03754,4.932345
Batangas,2013-04-01,0.014668432,15376.751,14870.891000000001,3908.2402,0.016350316,9.290614e-06,0.21316648,303.4812,301.5267,3.674031
Batangas,2013-05-01,0.07692732,15293.082,14859.222,4041.9429999999998,0.017501224,4.9920116e-05,0.28304344,302.05817,301.41183,2.8683136
Batangas,2013-06-01,0.16509947,15171.214,14828.47,5006.2603,0.017971536,0.00013949464,0.37162974,300.11224,300.64966,3.3559127
Batangas,2013-07-01,0.14871594,15099.089,14776.196000000002,4381.9253,0.017697778,0.00012766475,0.40000185,298.88544,299.7757,3.316587
Batangas,2013-08-01,0.24287294,15092.931999999999,14798.108999999999,4349.1143,0.018146992,0.00021751062999999997,0.41189203,298.48764,299.45224,4.59215
Batangas,2013-09-01,0.2673258,15120.464,14792.338,4386.295999999999,0.018300982,0.00025042074000000003,0.41214228,298.58075,299.47733,4.406352
Batangas,2013-10-01,0.07977691,15009.692,14739.573999999999,4746.559,0.017063519,7.1360846e-05,0.39258918,298.70874,299.08176000000003,4.3082769999999995
Batangas,2013-11-01,0.15541896,15003.185,14770.823,4844.6553,0.01773764,8.815538e-05,0.38894278,298.55203,298.8493,5.985501
Batangas,2013-12-01,0.050600614,15007.918,14751.746000000001,4553.6377,0.017446801,3.6354486e-05,0.36888307,298.4493,298.4799,4.9130445
Batangas,2014-01-01,0.0074058664,15023.862,14637.373,4132.643,0.013629800000000001,1.0610621e-05,0.31900459999999997,296.75604,296.2045,6.565103
Batangas,2014-02-01,0.004584349000000001,15130.521,14721.428999999998,3682.4875,0.014458233000000001,6.986498e-06,0.25627616,298.634,297.51486,4.902031
Batangas,2014-03-01,0.014789034,15249.442,14770.13,3438.6259999999997,0.014864157,9.854831e-06,0.21068850000000003,300.26364,298.72412,5.680238
Batangas,2014-04-01,0.0062462892,15399.237,14835.997,3630.9768,0.015559517,5.8058500000000005e-06,0.18233514,303.04224,300.78472999999997,3.8701885000000003
Batangas,2014-05-01,0.039712787,15399.431999999999,14894.728000000001,3469.4753,0.017036479,3.384317e-05,0.23846710000000002,303.6545,302.2053,3.2815513999999997
Batangas,2014-06-01,0.075030826,15248.972,14889.7295,4176.6140000000005,0.01827111,7.305773e-05,0.33826,300.80343999999997,300.98013,3.6285765
Batangas,2014-07-01,0.14508432,15068.514,14724.771999999999,3880.4028,0.018460218,0.00010829283999999999,0.36673933,299.3331,299.6343,4.832799400000001
Batangas,2014-08-01,0.104452655,15160.613000000001,14834.618999999999,5176.688,0.017633425,0.0001029468,0.3776136,299.18594,299.76328,4.0979185
Batangas,2014-09-01,0.16123076,15109.111,14713.487,5761.8237,0.017998526,0.0001568407,0.4049042,298.81427,299.68088,4.163561
Batangas,2014-10-01,0.130157,15095.795,14781.594,4935.8076,0.017592937,9.429575e-05,0.39979735,298.81392999999997,299.50946,3.7379222000000003
Batangas,2014-11-01,0.042355888,15057.976,14768.362,4640.863,0.017445331,2.7174556e-05,0.36383373,298.8874,298.8692,5.2727512999999995
Batangas,2014-12-01,0.16200079,14945.513,14694.605,4584.9575,0.016927192,0.00011571152599999999,0.38166508,297.8992,297.86136,7.042905
Batangas,2015-01-01,0.03420858,14987.353000000001,14684.938,4804.5654,0.014734073,2.5884596000000002e-05,0.36543328,296.8216,296.585,6.3275676
Batangas,2015-02-01,0.010836011000000001,15058.528,14688.942,4246.6333,0.014194916,6.177696e-06,0.28124034,297.89865,296.8684,5.746701
Batangas,2015-03-01,0.011791454,15197.886,14751.546999999999,3720.9631,0.0143011855,7.272505599999999e-06,0.22057508,299.89536,298.37375,5.6412889999999996
Batangas,2015-04-01,0.008900109,15341.335,14825.657,3961.1636,0.015577404,7.518635400000001e-06,0.2049084,302.43552,300.36713,4.7773642999999995
Batangas,2015-05-01,0.007941993,15394.798999999999,14879.981000000002,3728.1582,0.016168466,1.6637828999999998e-05,0.22568522,303.93032999999997,302.01273,2.9957297
Batangas,2015-06-01,0.07587374,15285.038999999999,14869.708999999999,4384.2666,0.01744613,6.173376e-05,0.30507126,301.853,301.40094,3.2572746
Batangas,2015-07-01,0.11165469,15207.678,14781.638,4577.7876,0.01779759,0.00011779026000000001,0.35489815,299.71193999999997,299.98932,4.7242074
Batangas,2015-08-01,0.118895605,15126.02,14804.191,5271.4863,0.018111974,0.00013065239,0.37903190000000003,299.5875,300.23922999999996,4.077537
Batangas,2015-09-01,0.09756530000000001,15120.918,14813.883999999998,5815.1714,0.017945256,8.658451999999999e-05,0.39613602,299.41837000000004,300.11157000000003,3.4574301
Batangas,2015-10-01,0.08694203,15093.446000000002,14819.635,5269.7803,0.017631646,8.159826e-05,0.39012399999999997,299.38232,299.9586,4.8143477
Batangas,2015-11-01,0.04143295,15070.347,14813.901000000002,5212.17,0.01756286,3.133244e-05,0.35247249999999997,299.35693,299.24877999999995,5.936673000000001
Batangas,2015-12-01,0.16618426,15030.486,14777.798999999999,4658.245,0.017054446,0.00010201293,0.34835383,298.81412,298.58014,6.4468985
Batangas,2016-01-01,0.014622566000000002,15026.84,14773.32,4563.598,0.016186288,1.03153525e-05,0.3241655,298.64355,298.10715,5.705404
Batangas,2016-02-01,0.038141996000000004,15062.127,14738.181999999999,4425.9033,0.015388926499999999,7.113658e-06,0.253035,298.90128,297.56122,6.1362734
Batangas,2016-03-01,0.011123571,15240.546,14815.67,3999.442,0.015887657,1.1522211e-05,0.23196326,301.01807,299.21027000000004,4.476473
Batangas,2016-04-01,0.014285266000000001,15383.258,14873.407,3908.488,0.016233948999999998,4.162732e-06,0.18936655,303.79465,301.29263,4.466569
Batangas,2016-05-01,0.041209143,15372.735,14890.383999999998,3449.3509999999997,0.01735639,4.2319545e-05,0.24927773,303.48682,301.99242999999996,3.5592983
Batangas,2016-06-01,0.076459855,15172.338,14876.835,4735.2573,0.017947754,8.476050999999999e-05,0.3408723,300.83493,301.02066,3.1848862000000002
Batangas,2016-07-01,0.091100186,15135.952,14842.576000000001,5383.775,0.017680893,0.00010171488999999999,0.37070826,299.80475,300.47845,3.1274599999999997
Batangas,2016-08-01,0.14833246,15112.136,14847.26,5081.4385,0.018715905,0.00013668278,0.39563224,299.1594,299.7957,5.454505
Batangas,2016-09-01,0.07705814400000001,15170.077,14837.37,4782.3364,0.018356442,9.809481e-05,0.39977458,299.01132,299.7632,3.8198178
Batangas,2016-10-01,0.13516611,15093.396999999999,14805.045,5093.362,0.018225372,0.00011457754,0.4055428,298.78912,299.55298,4.073679
Batangas,2016-11-01,0.12522314,15000.743,14780.04,5069.8726,0.017711421,9.536502000000001e-05,0.3971475,298.62393,299.02737,5.695182
Batangas,2016-12-01,0.12594323,14979.841,14724.526000000002,4738.3813,0.017707722,9.349251e-05,0.38912734,298.3794,298.51764,6.061999299999999
Batangas,2017-01-01,0.052723505,14931.202,14646.103000000001,4793.652,0.015950928,4.2766493e-05,0.37224698,297.5113,297.3516,6.940434
Batangas,2017-02-01,0.022565943999999998,14983.607,14721.995,4622.8877,0.01522456,1.336036e-05,0.32296106,297.77512,297.01642000000004,6.235218
Batangas,2017-03-01,0.011475483,15176.847,14779.613000000001,4227.0503,0.015607675,7.907311999999999e-06,0.24952058,299.82877,298.38547,5.521100499999999
Batangas,2017-04-01,0.03208749,15327.718,14848.113000000001,4182.1626,0.016147913,1.3510522e-05,0.22048907,302.40384,300.37942999999996,4.1164879999999995
Batangas,2017-05-01,0.07532308,15287.535,14874.992,4303.4565,0.017992297,6.2050676e-05,0.31168792,301.7892,301.2236,3.3594574999999995
Batangas,2017-06-01,0.08232779,15204.167,14853.55,5134.1035,0.017906081,7.763261e-05,0.35320523,300.60666000000003,301.09882000000005,2.688638
Batangas,2017-07-01,0.15731579,15013.341999999999,14820.403999999999,4141.8696,0.017879248,0.00014353603,0.39676279999999997,299.05908,299.93073,3.9204712
Batangas,2017-08-01,0.13286825,15123.945,14765.407,5748.1777,0.01810162,0.00012293196000000002,0.40299058,299.3872,300.24588,3.8106937000000007
Batangas,2017-09-01,0.19593252,15109.731000000002,14816.073,5413.6533,0.018118323999999998,0.00016252573999999998,0.40643254,299.2569,300.2806,3.3931434
Batangas,2017-10-01,0.09885543,14990.308,14812.975,4799.1763,0.018051727,8.87853e-05,0.40151128,299.07153,299.92694,3.7142887000000004
Batangas,2017-11-01,0.16144037,15049.291000000001,14813.951000000001,5199.522,0.018414782,0.000120996745,0.39740804,298.952,299.29327,6.042496
Batangas,2017-12-01,0.11872473,14968.438,14779.003,4398.083,0.01736551,8.891314e-05,0.39165074,298.15894,298.3689,6.4366484
Batangas,2018-01-01,0.04466606,14954.534,14764.066,4797.376,0.016503312,3.170943e-05,0.37148467,297.78042999999997,297.6489,6.4651760000000005
Batangas,2018-02-01,0.0115986345,15067.641000000001,14736.421999999999,4625.5127,0.015895821,7.1912995999999995e-06,0.31574026,298.74472000000003,298.01797,5.3242316
Batangas,2018-03-01,0.017842187,15186.966999999999,14782.568000000001,4357.144,0.015495925,8.320238000000001e-06,0.23564133,300.22042999999996,298.47604,5.3615737
Batangas,2018-04-01,0.01712866,15280.22,14843.473999999998,4312.6533,0.016269939,5.9826802e-06,0.22041091,302.3225,300.12485,5.103766
Batangas,2018-05-01,0.07172337,15311.971000000001,14873.036,3988.9084,0.017462702,3.0867875e-05,0.26456636,302.61227,301.3417,4.0661190000000005
Batangas,2018-06-01,0.18461229,15171.771999999999,14851.232,4519.563,0.018332038000000002,0.00017074936,0.37444526,299.76425,300.19583,4.352882
Batangas,2018-07-01,0.23087583,15025.903999999999,14792.024,4510.1973,0.018615793000000002,0.00012110291000000002,0.40041214,298.8435,299.42847,4.9648337
Batangas,2018-08-01,0.08418275,15037.6455,14781.173,3940.9775,0.018111369,9.768602500000001e-05,0.398777,298.79143999999997,299.42255,5.632572
Batangas,2018-09-01,0.10729328,15051.202,14802.563999999998,5550.4204,0.01789263,0.00012056801000000002,0.4035265,298.90047999999996,299.55453,4.052474
Batangas,2018-10-01,0.05306903,15098.907,14817.527,5234.0347,0.017067516,4.8711935999999995e-05,0.37614337,299.31546000000003,299.8011,4.1751685
Batangas,2018-11-01,0.03406869,15076.085,14799.143999999998,4889.855,0.017082335,2.5651837999999998e-05,0.3430716,299.35962,299.2198,5.927071
Batangas,2018-12-01,0.12551297,15015.207,14789.729,4650.512,0.017058235,0.00010106802,0.33867714,298.68408,298.533,6.398593
Benguet,2012-06-01,0.345459,14874.375,14502.719,2568.6936,0.0145015335,0.00015237615,0.42712727,292.54868,292.74585,4.575317
Benguet,2012-07-01,0.41674158,14912.598999999998,14504.333999999999,2201.7524,0.014107334,0.00021025715,0.43250272,291.92227,292.3898,3.498443
Benguet,2012-08-01,0.88588023,14792.413999999999,14349.596000000001,2381.3313,0.014210866,0.00031476546,0.43574524,291.88635,291.8967,5.454605
Benguet,2012-09-01,0.17076083,14885.501,14446.055,3122.8179999999998,0.013884798,0.00013881813999999998,0.42603576,292.2659,292.64603,2.180568
Benguet,2012-10-01,0.06878961,14913.722,14503.627,4214.924,0.012432661000000001,9.13259e-05,0.40370455,291.75928,292.02966000000004,3.1213367
Benguet,2012-11-01,0.025851597999999996,14915.046999999999,14525.544,4139.425,0.012545503999999999,1.78994e-05,0.3931385,292.0753,292.5013,2.0124893
Benguet,2012-12-01,0.0134404255,14884.322,14513.556,3624.9668,0.01180011,1.5224668999999999e-05,0.36024234,291.71872,291.65027000000003,3.2962933
Benguet,2013-01-01,0.008827502,14821.228000000001,14420.816,3730.8113,0.010487561000000001,5.479423000000001e-06,0.31348124,290.941,290.20523,3.5859096
Benguet,2013-02-01,0.018635163,14973.138,14513.99,3349.1213,0.011023591000000001,1.1080381e-05,0.26009178,292.70215,291.6803,3.5318419999999997
Benguet,2013-03-01,0.0338258,14988.996000000001,14527.623,3613.7776,0.011681951999999999,2.959636e-05,0.28184006,293.84827,292.54025,2.1827567
Benguet,2013-04-01,0.057702184000000004,15010.27,14560.222,3104.5986,0.012682495,8.457283e-05,0.32118407,294.7672,293.91292999999996,2.0862608
Benguet,2013-05-01,0.15388466,14986.733,14556.017,3267.9766,0.013252865,0.00011831066999999999,0.39873925,293.20342999999997,293.82718,2.0682325
Benguet,2013-06-01,0.15488589,14959.583999999999,14576.339,3802.4724,0.013945649,8.474084000000001e-05,0.41530454,293.04587000000004,293.6234,2.9109201000000002
Benguet,2013-07-01,0.22999518,14875.354,14559.63,2776.5996,0.013539706,0.00012206822,0.42416587,292.05312999999995,292.70712000000003,2.737447
Benguet,2013-08-01,0.65196,14807.935,14506.401000000002,3731.7456,0.013840608,0.00037963574999999995,0.43774709999999994,291.86807000000005,292.39902,4.4384117
Benguet,2013-09-01,0.33936042,14846.45,14487.402,3155.9873,0.013841328,0.00019883795,0.43068853,291.83286,292.3215,3.3343608000000002
Benguet,2013-10-01,0.09591166,14850.533000000001,14486.243999999999,3401.0635,0.012510315,7.207003399999999e-05,0.403401,291.92065,291.83797999999996,3.1234512000000003
Benguet,2013-11-01,0.053235125,14832.09,14497.255,3338.18,0.01267236,5.2776932999999996e-05,0.39989796,291.7222,292.1366,3.7166907999999994
Benguet,2013-12-01,0.039511375,14803.538,14462.677,3058.5625,0.012202871,1.7308039e-05,0.37384978,291.29272000000003,291.2192,2.648907
Benguet,2014-01-01,0.0006170846,14795.578000000001,14361.695,3601.5757,0.009271081,1.4371011000000001e-06,0.32332566,289.45972,288.6794,3.6081269
Benguet,2014-02-01,0.0018773549,14871.495,14424.428,3303.5051,0.010368238,5.2778832e-06,0.26735517,291.39658,290.20218,2.3301534999999998
Benguet,2014-03-01,0.01772091,15039.741000000002,14516.515,3013.9272,0.01089975,1.1599779000000001e-05,0.24209744,293.39566,291.96585,2.528649
Benguet,2014-04-01,0.06290272,15012.3955,14531.341,2709.2903,0.01265651,6.303269e-05,0.2902303,294.60556,293.3121,1.8042529999999999
Benguet,2014-05-01,0.11075401,14983.21,14557.333,3548.7253,0.013206573999999999,8.9970265e-05,0.38384458,294.03232,294.4059,2.0543782999999998
Benguet,2014-06-01,0.2511647,14912.499,14522.351999999999,3636.7637,0.01401486,0.00012185360500000001,0.41377559999999997,293.0503,293.49564,3.5395606
Benguet,2014-07-01,0.25603336,14946.332,14564.833,2851.2725,0.01407548,0.00015358145,0.42645767,292.57724,292.90335,3.3066737999999996
Benguet,2014-08-01,0.2557533,14950.25,14539.578000000001,3491.8743,0.013806787,0.0001784307,0.42766356,292.30005,292.56018,3.4407327000000003
Benguet,2014-09-01,0.54425377,14927.293,14537.146999999999,3518.586,0.013968286000000002,0.00024916115,0.43118729999999994,292.4601,292.86722000000003,3.598939
Benguet,2014-10-01,0.11194445,14847.552,14518.331,3583.1934,0.013180668999999999,4.5825243e-05,0.40219855,292.51687999999996,292.70224,2.320398
